E1_1 Int (Treated)	E1_2 Int (Treated)	E1_3 Int (Treated)	E2_1 Int (Treated)	E2_2 Int (Treated)	E2_3 Int (Treated)	E3_1 Int (Treated)	E3_2 Int (Treated)	E3_3 Int (Treated)	F4_1 Int (Treated)	F4_2 Int (Treated)	F4_3 Int (Treated)	F5_1 Int (Treated)	F5_2 Int (Treated)	F5_3 Int (Treated)	F7_1 Int (Treated)	F7_2 Int (Treated)	F7_3 Int (Treated)	C3_1 Int (Treated)	C3_2 Int (Treated)	C3_3 Int (Treated)	E4_1 Int (Treated)	E4_2 Int (Treated)	E4_3 Int (Treated)	E5_1 Int (Treated)	E5_2 Int (Treated)	E5_3 Int (Treated)	E6_1 Int (Treated)	E6_2 Int (Treated)	E6_3 Int (Treated)	F1_1 Int (Treated)	F1_2 Int (Treated)	F1_3 Int (Treated)	F2_1 Int (Treated)	F2_2 Int (Treated)	F2_3 Int (Treated)	F3_1 Int (Treated)	F3_2 Int (Treated)	F3_3 Int (Treated)	F6_1 Int (Treated)	F6_2 Int (Treated)	F6_3 Int (Treated)
16.2659	16.39358	16.34998	16.1846	16.21458	16.13955	16.01297	16.07168	15.90705	0	0	0	15.06566	0	0	15.0996	0	0	0	0	0	15.95222	0	15.93852	0	0	15.7724	0	15.0721	0	0	0	0	0	0	0	15.56864	0	15.36012	15.64845	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.33951	0	0	0	0	0	0	0	0	0
15.49152	15.46842	15.19594	15.37847	15.38175	14.92036	15.21694	0	0	0	15.16704	14.79339	0	0	14.78843	0	0	0	15.15152	15.53322	15.78179	0	15.22653	0	15.21764	0	15.43137	0	14.80977	0	15.25255	15.96431	0	0	0	0	0	15.43133	15.53736	14.79237	15.00346	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.43452	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.75479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.61485	15.65848	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.13343	15.08466	15.22841	0	0	0	0	0	0
14.55896	0	13.44707	0	14.53167	0	0	0	0	0	14.13225	0	14.09901	0	13.99248	0	0	0	0	0	0	0	0	0	13.54524	0	0	0	14.56152	0	0	0	0	0	0	0	0	0	13.52334	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.13153	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.69466	0	0	0	0	0	0	0
0	0	0	14.96112	0	15.03629	0	0	0	0	0	0	0	15.60296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.96044	0	0	0	0
14.20717	14.2145	14.37955	14.6498	14.18056	0	0	0	0	0	0	13.8917	14.11961	14.06771	14.1135	13.85966	14.35939	14.23097	0	0	0	13.98178	13.95292	13.96171	14.28245	14.34707	14.40676	13.69975	13.38385	14.23447	0	0	0	0	0	0	13.98281	0	14.1303	13.5391	13.53595	13.88037
0	0	0	15.16176	0	15.13923	15.19372	15.31913	0	0	0	0	0	0	0	10.11604	10.75908	10.62505	14.27859	0	0	0	9.73167	0	0	0	0	0	8.896068	9.448435	15.63146	15.63146	0	15.76243	0	0	0	8.96143	0	0	0	10.42682
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	15.84446	16.0437	0	15.93604	0	0	0	0	15.35113	15.37307	15.40146	15.37331	0	15.57993	15.47278	0	0	0	0	0	0	15.88673	15.82325	15.90342	0	15.38033	15.47695	15.86458	0	16.03252	0	0	0	0	15.85524	0	15.79856	0	15.37596	15.42213
16.47498	0	16.3718	0	16.5665	16.45436	16.4324	16.45892	0	16.41605	16.36898	0	0	16.40546	16.71247	16.77465	16.675	0	16.66549	16.70622	16.56333	0	0	0	16.45144	0	0	16.40989	16.52545	0	16.3627	0	16.59792	16.08041	16.34119	16.32417	0	0	0	16.43506	16.68538	16.47774
0	0	0	0	0	0	0	0	16.2564	0	0	0	0	0	0	0	0	0	0	0	0	15.88043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.27384	14.21573	14.21298	0	0	11.47801	0	0	0	0	13.85402	0	13.9887	13.84911	13.92795	0	0	14.5109	0	16.23489	15.98984	14.17169	14.15165	14.11874	0	14.55439	14.50178	13.93322	13.76405	14.27201	0	15.98565	0	0	0	0	0	0	14.34077	0	13.81528	14.01865
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.75781	15.84818	15.56666	0	0	0	16.22673	16.16522	16.27914	17.66204	17.70782	17.77574	16.95308	16.84551	16.95652	15.80057	16.12029	15.87924	18.34593	18.34286	18.23396	0	0	0	0	0	0	0	0	0	17.49791	17.54234	17.57306	17.94747	17.84624	17.79288	15.97919	15.7165	15.61761	17.15049	17.40977	17.25713
0	0	0	13.88598	0	0	0	0	0	13.41527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.46157	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.84091	0	0	0	0	0	0	14.0991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.27514	13.5034	13.39603	0	16.3007	0	13.82318	6.439305	8.035062	0	0	0	13.74986	16.04272	15.95988	15.87239	0	16.08369	13.56998	13.54212	13.44517	15.90469	13.46236	4.348598	4.071882	4.41177	5.410027	4.551409	15.94917	13.28344	5.483941	0	7.497118	13.35967	0	13.45459	0	15.6069	0	13.72994	0	0
0	0	0	0	0	0	18.28178	0	0	13.86926	0	0	0	13.43527	0	0	14.00578	14.48186	0	14.96558	14.9923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.40065	13.347	0	0	0	13.83736
0	0	0	0	15.43632	0	0	15.68891	0	0	0	0	0	0	0	0	0	0	0	0	15.34079	0	0	0	0	0	0	0	0	0	0	0	15.39346	0	15.83235	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	14.68843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.81505	0	0	0
0	0	0	0	0	0	0	0	0	0	0	13.27696	0	0	0	0	0	0	0	0	0	0	0	0	0	14.08636	0	14.16683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.33498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	15.58365	0	0	0	15.47085	15.33591	0	0	15.48555	15.55602	0	15.44669	0	15.2144	0	0	0	0	14.71602	0	0	0	0	0	0	0	0	0	14.63926	0	14.46477	0	14.69459	14.6589	0	15.55646	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.5557	0	14.85118	0	14.18947	0	0	0	0	14.17707	14.14688	0	0	0	14.01094	0	0	14.35221	0	0	0	14.89682	0	14.89065	14.97018	0	0	0	0	0	0	0	0	0	0	0	0	0	14.75707	14.03124	0	14.01291
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	15.8253	15.8664	15.69312	0	15.3842	0	0	0	15.60615	15.3539	15.19088	15.17714	15.18591	15.16365	15.12042	0	15.40219	0	0	0	0	15.72066	15.55201	15.5629	15.42839	15.56399	15.72948	15.22598	15.33356	15.43548	0	0	0	0	0	0	15.83982	0	15.17744	15.15729	15.18098
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	14.44178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.17001	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.37428	0	15.44239	15.50214	16.32806	0	0	0	0	15.46778	15.54067	15.01881	16.24892	16.21342	16.27126	0	14.86982	15.80571	15.63777	15.59627	15.27024	15.56114	15.57286	15.62903	15.52751	15.66487	15.53959	0	0	15.57168	15.62147	15.65343	0	0	0	0	15.53967	15.47716	15.49072	16.2643	0	0
0	0	0	0	0	0	0	0	0	0	0	0	15.48476	0	0	0	0	0	0	0	0	0	0	0	0	15.62333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	13.13207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.64079	0	0	0	0	15.2114	0	0	0	0	0	0	0	13.03804	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.80047	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	14.38354	14.66097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6588	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.11649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.12607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.46624	0	0	0	0	0	0	0
0	0	0	0	0	0	0	15.10445	0	13.25805	0	0	0	0	0	0	0	0	0	0	15.19981	15.16581	12.90051	0	0	0	13.97819	14.03867	0	0	0	15.59855	0	15.83033	0	15.39181	0	0	0	0	0	0
0	0	0	0	16.29271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	16.31855	0	16.44924	0	0	0	0	16.47784	16.34945	0	15.71258	0	0	0	15.36351	15.98504	0	0	0	0	0	16.14931	16.26991	16.20554	0	0	16.4255	15.74173	15.83563	16.18328	0	0	0	0	0	0	0	0	15.67853	0	15.69366
0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.49277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.35787	0	0	0	0	0	0	0	0	0	0	0	0	0	15.30019	15.30019	0	15.31962	0	15.06036	15.02824	0	0	0	0	0
0	0	13.727	0	13.72549	14.05541	0	0	0	0	0	0	0	13.95075	0	13.91269	0	0	0	0	0	0	13.91541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9072	0	0	18.99303	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.13508	13.54743	13.36852	0	14.36026	13.59674	14.46218	14.54512	14.84757	0	0	0	0	0	0	0	0	0	14.18449	14.16207	14.03274	0	0	13.63577	0	0	0	0	0	0	0	14.20377	0	13.88326	13.92692	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.13908	13.58262	13.45375	13.69173	0	0	0	12.0514	0	0	0	0	0	11.46559	0	14.09371	14.09371	0	0	0	0	0	12.2997	0	0	0	12.43243
0	0	13.753	0	14.85809	14.39412	15.11571	15.36842	15.4053	0	0	13.90162	0	0	13.19731	13.64015	14.51641	14.36486	0	0	0	0	0	0	0	0	0	0	13.53109	13.61172	0	15.86102	15.52442	15.77744	0	15.54011	15.57343	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.31697	16.99302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	15.0567	15.19955	15.99865	14.96443	0	0	0	15.9535	0	0	15.94096	15.97552	15.93231	16.14002	15.94567	15.7782	15.09689	14.94781	0	15.29521	15.099	15.09995	0	15.06118	15.06244	15.20162	16.00821	15.26452	15.04217	0	15.02498	14.92135	15.19086	0	15.07071	15.08395	15.21805	16.13656	15.97943	16.01958
0	0	0	14.94901	0	0	0	14.91717	0	14.74898	0	0	0	0	0	0	0	0	0	0	0	14.95451	0	0	0	0	0	0	0	15.00337	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.41057	0	0	0	0	0	0	0	0	0	0	0	16.48487	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.21153	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	13.40663	0	0	13.87517	0	0	0	0	13.40822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.94467	0	0	0	0	13.42913	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.78889	0	16.77598	0	0	0	0	0	16.64059	16.59939	0	16.64514	14.61732	0	0	0	17.01463	0	16.67174	0	16.58093	17.0642	16.70856	16.68329	17.08274	0	16.74941	14.86485	17.01156	16.71774	0	16.96768	16.71389	14.66606	16.99903	0	0	0	16.96445	16.65377	16.95953	16.66121
16.79776	17.18368	0	0	16.43451	16.85315	16.68709	16.70601	16.40242	16.40494	16.40454	16.59446	16.38554	16.5925	16.58439	0	16.32654	16.43533	0	16.82324	0	17.07395	0	14.35663	17.12004	16.96929	0	0	16.50317	0	16.8298	16.88242	16.88004	16.93731	16.92953	0	17.17628	17.11994	17.10514	16.48668	16.61679	16.25345
0	15.44102	0	15.14031	0	0	0	0	0	0	0	15.00648	0	0	15.75066	15.49011	15.39631	14.95782	0	0	0	0	0	0	0	0	15.43877	15.49328	0	15.40115	0	0	0	0	0	0	15.36959	0	15.21739	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.25077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.33232	14.24077	14.30667	0	0	0	0	0	0	0	0	0	0	0	14.18379	14.14418	0	0	0	0	0	0	0	0
0	0	14.34434	14.96286	14.62225	0	15.57916	15.52038	15.56842	13.74667	13.60781	0	0	0	0	0	0	0	0	0	0	0	13.97411	0	0	0	14.535	13.38324	13.36374	13.96411	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.79015	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.97064	14.17971	14.0303	14.07577	0	0	0	0	13.96474	0	13.94621	14.00445	0	0	13.58659	0	14.09065	13.95179	14.03347	0	14.12464	14.07371	14.19324	14.14033	14.12047	0	0	0	14.16078	13.91292	14.09411	0	0	14.07054	0	0	0	14.08781	14.08919	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	15.53277	0	0	15.48074	15.71517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.83412	0	0	0	15.83241	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	14.1841	0	0	0	0	0	0	0	0	0	0	14.25783	0	0	0	0	0	14.37296	14.26927	0	0	0	14.22896	0	14.31583	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	12.96716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	14.36887	0	0	14.14594	0	0	0	0	0	14.27575	0	14.19036	0	0	14.13305	0	0	0	0	14.19235	14.3235	14.08911	0	0	0	0	0	0	14.17139	0	0	0	0	0	0	0	0	14.1267	14.16194	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	15.3578	14.10229	0	0	0	15.03034	0	0	0	0	0	0	0	0	0	0	0	0	14.36623	14.41143	14.24108	14.30411	15.09056	15.06569	0	0	14.86595	16.03045	0	15.91411	0	0	0	0	14.8747	15.18038	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.18238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.36246	16.30715	16.23467	0	17.32857	0	0	0	0	17.00636	17.10103	0	0	17.32349	17.22815	0	16.90103	16.83327	0	0	0	16.38711	0	16.42626	16.29546	16.32656	0	16.46558	17.27638	16.312	16.45671	0	0	0	0	0	0	16.25277	16.27578	0	0	17.12845
0	0	0	0	0	0	0	0	15.93372	0	0	0	0	0	0	9.650383	10.97479	11.21008	0	0	0	0	9.447152	0	0	0	0	0	8.23496	13.28538	0	0	0	0	0	0	15.76315	0	0	0	0	10.29268
0	12.93417	13.04123	12.99191	13.77437	13.02773	12.44076	11.98064	0	0	0	0	0	0	0	0	0	0	13.45991	13.50841	12.54653	0	0	0	0	0	0	0	0	13.18961	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	13.44287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.29621	0	0	0	0	0	0	15.39488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.56557	0	0	0	0	0	0	0	0	0	0	0	0	0
14.94578	16.44114	16.08874	16.42277	9.267528	14.93129	14.87355	11.11333	14.95043	14.76094	14.94699	15.81864	14.70177	16.1469	0	15.11139	0	0	15.1594	10.05489	14.68175	10.19446	16.16773	0	16.25143	0	14.77964	16.21603	0	15.16467	14.91777	0	16.06899	15.00693	16.35534	14.91028	16.22178	0	14.93143	0	16.20355	0
0	0	0	14.11879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.75759	0	0	0	13.92925	0	13.96815	0	0	0	0	0	0	0	0	14.5922	0	0	0	0	0	0	0
12.97049	12.74682	13.14795	13.32861	11.66912	12.49221	14.51501	14.42378	11.55791	14.98497	0	13.7398	15.07554	12.22524	11.34229	11.17264	14.96987	14.97778	15.00539	11.12718	14.14048	12.66167	13.59585	13.26878	13.55088	14.19141	14.3935	13.66973	11.62231	12.24452	14.90591	14.86294	14.04695	10.87549	14.99071	14.72175	11.20815	11.07736	13.37997	0	12.49851	15.00695
0	15.04123	0	15.23215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.51039	0	0	0	0	0	15.72475	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.00658	0	15.1523	0	0	0	0	0	0
0	0	0	15.18092	0	15.09182	15.65899	15.57695	15.29657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.85121	0	0	15.5801	0	0	0	14.23105	0
0	0	0	0	13.7915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.01698	0	0	0	0	0	0	0	0	0	0	0	0	0	13.93685	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.41457	0	0	0	0	0	0	0	0	0	0	0
0	0	13.66219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	15.05706	14.63832	14.88667	0	14.71501	14.77133	0	0	0	0	0	14.66596	0	0	0	14.67505	0	0	15.11736	0	15.5391	0	0	0	14.71293	14.75442	0	0	15.32969	0	0	0	0	15.19523	0	0	0	0	0
0	0	0	14.53543	0	14.53785	0	0	0	0	0	0	0	0	0	15.17386	15.01538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.95573	16.99857	16.99508	16.95157	16.60872	16.98419	0	0	0	16.6971	0	16.39735	17.29931	17.57624	16.50946	0	16.31179	0	16.8555	16.8242	16.5424	16.97648	16.97215	17.03254	16.90959	17.07393	17.00235	17.01451	16.61675	0	17.01754	16.92968	16.89398	0	0	0	0	16.86791	16.80701	17.75081	17.69393	16.47501
0	0	0	0	0	0	0	0	0	0	0	13.73756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	17.29054	0	0	0	0	0	0	0	17.04671	16.98378	0	16.72903	17.09182	0	0	0	0	0	0	0	17.43446	0	0	0	0	0	0	0	0	0	0	17.46926	0	0	0	0	0
15.00073	0	14.2034	0	0	0	0	0	0	13.54244	0	0	0	15.19068	15.03241	14.90775	13.26634	14.37046	0	0	0	14.23371	0	14.46622	0	14.26427	14.36868	14.48637	0	0	0	0	0	0	0	0	0	13.96686	0	0	0	14.98626
0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.04366	0	0	0	0	0	0	0	0	0	0	14.11304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.04737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.39725	0	0	0	0	0	0
15.36982	0	15.12218	0	15.23497	15.10069	15.23401	15.03077	0	0	0	15.20525	15.35461	15.035	15.1219	0	15.16935	15.35309	0	0	14.92599	15.42597	0	0	0	15.30489	0	0	0	0	15.05618	15.05378	0	15.37255	15.30981	0	14.9835	15.25386	15.01749	0	0	15.27001
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.30397	15.30397	0	0	0	0	14.92149	0	0	0	0	0
0	0	13.94759	0	0	0	0	15.30608	0	0	0	0	0	0	13.54669	0	0	0	0	0	0	14.1914	0	0	0	0	0	0	0	14.29232	0	0	13.22282	0	0	0	0	0	0	0	0	0
14.15782	13.4369	0	0	0	14.20346	0	14.23742	0	0	13.6266	13.47096	0	0	14.12232	0	0	13.22338	13.29985	13.99231	0	0	0	14.29679	13.41752	0	0	0	0	0	14.165	14.13375	14.262	0	0	14.15501	0	14.19327	13.65728	13.44538	0	0
0	0	0	0	0	0	0	0	0	13.61887	13.18364	0	0	0	0	0	0	0	0	0	0	13.90806	0	0	13.71655	0	13.67679	0	0	0	0	0	0	0	0	0	13.28048	0	0	0	0	0
16.54729	16.10293	16.00011	16.00764	16.29496	15.94464	15.85353	15.87503	0	0	0	0	0	0	0	0	0	0	0	16.20539	15.86519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.20097	16.09205	15.93744	0	0	0	16.36148	16.33872	16.46701	17.6492	17.73867	17.88147	17.02912	16.91441	16.98636	16.04696	16.33674	16.09437	18.15221	18.07763	0	0	0	0	0	0	0	0	0	0	17.47168	17.58576	17.5471	17.96216	17.84602	17.79271	16.27825	16.18343	16.12584	17.37812	17.40793	17.29728
