A1_1 Int (Treated)	A1_2 Int (Treated)	A1_3 Int (Treated)	A2_1 Int (Treated)	A2_2 Int (Treated)	A2_3 Int (Treated)	A6_1 Int (Treated)	A6_2 Int (Treated)	A6_3 Int (Treated)	B1_1 Int (Treated)	B1_2 Int (Treated)	B1_3 Int (Treated)	B10_1 Int (Treated)	B10_2 Int (Treated)	B10_3 Int (Treated)	B2_1 Int (Treated)	B2_2 Int (Treated)	B2_3 Int (Treated)	B3_1 Int (Treated)	B3_2 Int (Treated)	B3_3 Int (Treated)	B5_1 Int (Treated)	B5_2 Int (Treated)	B5_3 Int (Treated)	B6_1 Int (Treated)	B6_2 Int (Treated)	B6_3 Int (Treated)	B8_1 Int (Treated)	B8_2 Int (Treated)	B8_3 Int (Treated)	A3_1 Int (Treated)	A3_2 Int (Treated)	A3_3 Int (Treated)	A4_1 Int (Treated)	A4_2 Int (Treated)	A4_3 Int (Treated)	A5_1 Int (Treated)	A5_2 Int (Treated)	A5_3 Int (Treated)	B4_1 Int (Treated)	B4_2 Int (Treated)	B4_3 Int (Treated)	B7_1 Int (Treated)	B7_2 Int (Treated)	B7_3 Int (Treated)	B9_1 Int (Treated)	B9_2 Int (Treated)	B9_3 Int (Treated)
0	0	0	0	0	0	0	13.28343	0	13.44865	13.41178	12.75899	12.74503	13.3479	13.27759	14.62496	14.34896	13.78396	13.34896	13.50454	13.04985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.11222	12.82593	13.07507	0	0	0	14.18009	0	14.2349
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.76657	11.47275	12.02038	11.5601	0	0	0	0	0	0	0	0	10.87158	8.97187	9.386193	0	0	0	0	0	0	0	0	0	0	0	14.87465	0	0	9.747231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	15.02039	0	0	0	0	0	0	0	0	0	0	0	0	14.73223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.85384	0	0	0	0	0	0	0	14.52038	0	0	0	0
13.97895	14.13896	14.08305	14.00969	13.73206	14.06784	0	14.20293	15.02639	14.23697	14.32316	13.05125	13.24994	12.43133	12.49758	13.41787	13.42238	12.56127	14.25138	14.29347	14.29208	14.13377	14.04529	13.78456	13.67965	13.61778	13.33178	0	0	0	14.12549	14.40283	14.06409	14.11739	13.92402	14.01629	13.30917	0	13.73445	14.21528	13.91539	14.06393	13.59527	0	0	0	0	0
11.45203	11.58472	11.42306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.981235	9.522931	8.887243	10.06554	9.538163	9.83808	0	0	0	0	0	9.45026	0	10.35546	10.44368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81781	9.6878	9.856023	9.950636	9.488914	9.581321	9.696005	9.707878	0	0	0	0	0	0	0	0	0	0
6.436083	7.579131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.97021	0	0	0	0	0	0	0	15.95637	15.90816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.79401	0
0	0	16.1437	16.06624	16.08236	16.0546	0	0	16.07071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.07186	16.18327	16.12822	16.09094	16.00715	15.98622	15.99354	15.97252	0	0	0	0	0	0	0	0	0	0
6.511796	6.884537	13.83507	7.817426	7.688627	0	0	0	0	0	0	14.43797	0	0	0	0	0	0	0	14.33495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.29629	0	0	0	0	0	0	0	0
9.90457	9.515782	10.0249	11.08766	0	10.86823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.18832	0	9.253169	9.396569	10.8129	10.87342	10.70318	0	8.865259	0	0	0	0	0	0	0	0	0	0
15.23843	15.26617	15.26778	15.05205	15.17802	15.18338	0	0	0	0	15.2143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.16255	0	15.18987	15.15406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	16.47582	0	16.5561	16.654	16.43823	14.38733	15.18599	0	0	15.72218	15.60833	0	12.85329	11.90441	11.30009	11.5595	0	0	0	0	0	0	0	0	0	0	0	0	0	16.44937	16.35033	0	15.99718	0	14.903	14.28989	14.85449	14.63995	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.73035	15.66404	15.53919	15.48078	15.55253	0	15.71105	0	0	0	0	0	0	0	0	0	0
15.58465	15.90367	15.94955	15.84267	16.01099	15.84572	15.83568	15.89746	16.43531	16.16556	15.55043	15.56334	16.02945	16.01787	15.61008	0	15.91145	15.47221	15.625	15.6128	16.01965	15.79621	15.88233	0	0	0	0	15.50509	15.76194	16.02496	16.17928	15.6241	15.87959	15.84579	15.90368	16.09435	15.9039	16.138	15.82017	15.46927	16.03623	15.99426	15.84624	0	0	15.89735	0	0
14.79504	14.66288	14.65016	14.70643	0	0	14.48798	14.72986	0	0	0	0	0	14.49967	0	0	0	14.47745	0	0	0	0	0	0	0	0	0	14.49791	14.49498	14.51515	14.67057	0	0	14.49088	0	0	0	14.61227	0	0	0	0	0	0	0	0	14.58816	0
8.4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.19538	0	0	8.606009	8.665915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.365991	0	0	0	0	0	0	0	0
13.1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.57933	0	0	16.51533	0	12.98252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.33284	0	0	16.09009	16.24593
8.534777	8.841681	0	0	0	0	0	0	12.57468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.82283	11.69972	0	13.08394	0	13.36817	0	0	0	0	0	0	0	0	0	0	10.74728	10.6588	0	0	0	11.69
11.91501	11.34014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.47846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.61631	11.34237	10.96806	17.05765	10.85967	10.83171	0	17.19771	0	0	9.948789	9.345321	9.80819	10.1944	10.1434	11.24469	11.47178	12.25687	12.80121	0	0	0	0	0	0	0	0	0	0	0	17.16283	10.19369	10.39226	16.98227	10.57852	0	10.17707	0	10.17919	0	0	0	0	0	0	0	0	0
0	0	0	17.09192	0	0	0	17.41262	17.33296	17.47927	17.58698	17.60577	17.00376	0	17.33137	17.14764	17.09263	17.87089	17.20884	17.14116	17.5963	18.21128	18.25586	18.08675	17.78753	17.2105	17.04318	17.19344	17.52187	17.61411	0	17.10638	0	17.37445	17.30166	0	16.92268	0	17.37571	17.49352	16.98594	0	18.11601	17.52458	18.12177	16.99911	17.85097	17.49035
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.990625	9.840813	9.767389	9.896526	10.52491	9.780915	15.02316	10.36791	10.48667	10.75519	11.31877	9.032781	9.339765	11.80827	11.33398	0	0	0	0	0	15.95418	0	0	0	0	14.7717	0	0	14.54295	16.01929	9.317766	9.48685	8.858602	10.19703	9.419319	9.500767	10.01528	10.57696	10.17186	0	0	0	0	0	0	0	0	0
11.88165	0	0	0	0	0	0	0	0	0	0	0	13.20053	0	0	0	0	13.9357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.50141
16.9778	16.91933	17.03239	0	0	17.90753	17.17376	0	0	16.96789	17.01003	17.16566	16.66078	17.17945	16.47946	0	0	18.52158	17.41428	18.2628	17.35057	0	0	19.33389	17.74693	17.63007	18.44749	17.13058	16.98622	17.16255	0	17.0636	17.09007	17.51379	18.0708	18.00878	16.96648	17.08663	16.99696	17.08721	17.16372	17.18787	18.90688	0	0	17.71289	18.52128	17.79519
0	0	0	0	16.29769	0	0	0	0	0	0	0	15.80513	16.27746	0	0	0	0	0	0	0	0	0	16.56343	0	0	0	0	0	0	0	0	16.23566	16.32772	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.86832	13.93565	13.93568	13.94367	14.0258	14.14404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.44902	14.32211	14.36388	14.29222	14.35031	0	0	0	0	0	0	0	0	0	0	0
15.0443	15.11229	14.96078	14.93006	14.79709	14.78916	14.85151	14.7888	13.8075	14.5392	14.80411	14.48273	14.7148	14.75351	14.68738	14.35097	14.37487	14.5445	14.82661	14.62258	0	0	0	0	14.67559	14.5769	0	14.49487	14.80155	14.66781	14.70739	14.89095	14.73382	14.6921	14.42297	14.74218	14.8146	14.87449	14.81815	14.49195	14.57657	0	0	0	0	0	14.6378	0
15.62465	15.61119	15.59642	15.50394	15.53287	15.46094	0	0	0	0	15.39948	15.38367	15.43908	12.80754	12.17505	13.81402	11.28158	11.35526	15.35959	0	0	0	0	0	0	0	0	0	0	0	15.22263	15.43133	15.4086	15.40229	0	0	15.41839	0	15.39195	0	0	0	0	0	0	0	0	0
9.533583	9.320367	9.919759	9.826229	9.752209	9.864978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.77707	0	0	0	0	0	0	10.31249	10.35714	8.811922	10.33262	10.63255	0	0	9.30952	9.608764	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.67908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.0518	13.05638	13.24406	12.99542	13.11538	13.06896	12.97707	13.42904	13.1709	12.98708	13.13061	12.70708	12.99408	13.13911	13.2221	13.7788	13.87516	13.83273	13.24337	13.3476	13.15233	14.03109	13.50031	13.61066	14.31849	0	0	13.14608	13.05593	13.23093	13.21553	13.35831	0	13.44098	13.49141	0	0	0	0	13.01712	13.16752	12.95056	13.34393	0	13.22243	0	0	0
14.35961	14.37913	14.48953	14.31749	14.37137	14.37316	14.27909	14.28455	15.15667	14.39899	14.42591	13.39886	13.59292	13.93073	13.83613	0	0	0	0	0	0	0	0	0	0	0	0	0	14.52217	0	14.17534	14.3467	14.33514	14.29526	14.21043	14.2669	14.36524	14.32496	14.17308	0	0	14.53229	0	0	0	0	0	0
9.541495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.30022	12.2703	10.45501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.24258	10.25774	0	0	0	0
13.6671	13.75298	13.71907	13.71455	13.70094	0	13.77497	0	0	13.7555	0	13.13348	0	13.58802	13.6943	13.61874	13.52868	0	13.77417	13.81532	13.72599	0	0	0	0	0	0	13.62961	13.57102	13.65369	13.78524	13.70981	13.58895	13.73355	13.61004	0	13.73867	13.69533	13.79627	13.65628	13.72174	13.67879	13.67972	0	14.15106	0	0	0
15.06369	12.30558	12.38031	12.5196	12.28904	12.39341	0	0	0	0	0	17.28515	17.58803	17.87273	17.83517	18.27815	0	17.98945	17.89579	17.81746	17.8303	17.53559	0	0	17.82787	17.75883	17.8006	17.90989	17.8411	17.92581	12.42534	12.70266	17.71211	0	17.713	0	0	0	0	17.85292	17.86659	0	17.96389	18.20745	0	17.63115	17.3425	17.4665
9.007819	9.199925	14.74878	9.200087	9.302873	9.288017	0	0	0	0	0	0	0	0	14.22947	0	0	0	0	0	0	0	0	0	0	0	0	0	14.40244	0	14.47016	14.53886	14.29491	9.963205	10.11159	10.13995	9.37051	14.54462	0	0	0	14.59233	0	0	0	0	0	0
16.52302	16.59861	16.62168	16.53403	16.54529	16.60733	16.63687	16.55192	17.0647	16.56803	16.64469	15.91216	16.24103	16.5189	16.57676	17.17059	16.81956	16.47798	16.57773	16.6118	16.59985	0	16.91475	16.55376	16.54762	0	16.48618	16.63017	16.51649	16.64454	16.54751	16.52593	16.50534	16.61199	16.46817	16.6265	16.62921	16.59674	16.60732	16.64201	16.58484	16.55208	16.5628	0	17.02688	16.39964	16.15529	0
6.995553	7.723636	6.064009	0	0	0	0	0	0	0	0	0	0	0	0	0	13.86134	0	0	0	0	0	0	14.34605	14.4699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.72311	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.71678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.63503	0	0	0	0	0
12.37063	12.39119	12.27241	17.75908	12.33776	12.363	17.85388	0	18.28397	17.81628	0	17.28817	17.53888	17.88553	17.87404	18.29736	0	17.6686	17.81841	17.89445	17.81024	17.7187	18.12641	17.44697	17.75744	17.86863	17.70975	17.86884	17.77641	17.87969	17.69958	17.73642	17.77591	17.72108	17.76299	12.32273	17.80929	12.73684	17.83627	17.87097	17.83371	17.97647	17.7718	17.66099	18.28357	17.62021	17.47162	17.33794
14.0202	7.8218	8.209506	14.04302	5.861376	8.423614	13.75694	0	1.947302	13.82027	13.85592	0	0	13.9285	13.98709	0	0	0	13.725	0	0	14.42334	0	0	0	0	0	14.0898	13.73006	14.09158	13.92677	14.06161	13.75066	13.84889	13.90104	13.83477	7.620165	0	0	0	0	0	0	14.07176	0	0	0	0
11.25681	10.97329	11.52569	10.74913	11.05305	14.14812	0	0	0	0	14.01021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9059	13.951	14.0603	10.99527	11.59025	14.30482	14.24662	11.63362	11.67685	11.07689	11.53648	0	0	0	0	0	0	0	0	0	0
8.559695	8.864563	8.360356	9.275198	8.655177	8.656199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.46183	17.0447	15.46558	15.40256	15.42072	15.89541	14.97991	0	15.09878	15.0766	15.91729	0	13.97518	16.01678	16.02327	17.11738	17.07892	0	0	0	0	0	0	0	0	0	0	0	0	0	16.07351	15.333	0	16.34537	15.14171	0	15.56553	0	14.96186	0	0	0	0	0	0	0	0	0
13.647	0	13.47576	13.35657	13.63033	13.49992	0	0	0	0	0	0	13.28014	0	0	0	13.94915	0	0	0	0	0	13.12538	0	13.33522	0	0	0	13.7031	0	0	0	13.30568	13.6149	13.48708	0	0	0	0	0	0	0	0	0	0	0	12.80049	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.24002	13.01687	13.34523	12.71095	12.9157	12.87819	12.21487	11.96053	13.82144	12.44364	13.10483	10.44169	10.58192	10.86365	11.11093	12.05826	12.30579	0	0	0	0	0	0	16.81266	0	0	0	0	0	0	12.10155	11.71276	11.2838	11.76007	11.58915	11.50965	11.24849	11.28925	11.51787	0	0	0	0	0	0	0	15.9709	15.94922
11.73565	10.8783	10.84451	11.02034	10.84453	10.47679	9.31003	10.4899	10.24753	10.37096	0	9.292465	8.374423	10.21517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.56156	10.58192	10.45841	10.72098	10.4591	9.814639	10.78039	9.413037	8.897397	0	0	0	0	0	0	0	0	0
14.12876	14.37126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.61504
12.65857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.11088	12.97175	11.27246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.888748	10.99481	0	0	0	0
11.9555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.44095	14.10963	14.17697	14.25007	14.35523	14.44146	13.89376	13.85861	13.81606	14.31536	14.47397	13.6794	13.79025	13.68067	13.67224	13.74263	0	0	0	0	0	14.92029	14.49994	0	0	0	0	0	0	0	14.20424	13.85653	14.37176	0	14.04104	14.14658	14.50631	14.11703	14.25722	0	0	0	0	0	0	0	0	0
14.27743	0	14.51085	0	0	14.1033	0	14.26676	14.75829	14.0811	14.05706	13.70567	0	0	13.63878	14.90097	13.95986	0	0	0	0	0	0	0	0	14.26549	14.1916	0	0	14.31319	14.10465	14.0212	14.04149	14.10879	0	14.10242	14.10324	14.09757	14.05075	0	0	14.27474	0	0	0	0	0	0
9.380633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.06168	0	13.99971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	16.84721	16.95248	0	0	0	0	0	0	0	0	0	0	16.55007	16.52229	16.27241	16.13727	15.65898	0	0	0	16.18601	0	0	0	0	16.66854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.41555
22.35821	22.6064	22.3206	22.38163	22.35028	22.35119	22.10504	22.04142	22.16368	22.01095	21.96712	21.93202	17.54405	17.54588	17.29723	21.73722	21.65516	21.58794	21.29822	21.13156	20.96643	19.65486	19.40699	19.24233	19.00471	18.52569	18.5152	18.0363	18.06234	17.75405	22.31831	22.26237	22.33444	22.3132	22.27757	22.31091	22.20629	22.16366	22.11638	20.59678	20.35294	20.15971	18.36295	18.2406	18.15332	17.67923	17.92467	17.49622
14.47541	14.56236	14.55632	14.586	0	0	14.3834	0	0	0	14.40124	14.43594	14.21613	11.86788	14.29805	14.28763	14.25913	14.10545	0	14.30688	0	0	0	0	0	14.35705	14.3137	14.23564	0	14.30685	14.43718	0	14.44592	14.43014	14.23682	0	0	14.28647	14.44363	0	14.44174	0	14.06955	14.14637	13.42402	0	14.26226	14.16078
16.77286	16.78901	16.75442	17.14074	16.3888	16.54203	16.16002	15.92137	15.89351	0	17.07534	17.10588	0	0	17.09148	0	16.75738	16.99401	17.22604	17.45052	17.14004	0	0	0	16.27435	0	17.04296	17.09531	0	17.14988	16.88437	16.84695	17.11344	16.1473	15.91899	15.95936	16.06567	15.97625	16.08731	17.13956	17.25459	17.19567	0	0	0	17.12664	17.12738	17.08862
8.985533	0	0	0	0	0	0	0	0	0	0	0	0	0	9.986679	9.262077	14.14607	0	0	9.892014	9.656435	0	0	0	0	0	0	0	8.891064	0	0	0	0	0	0	0	0	0	14.03126	9.212191	0	0	0	0	0	0	0	0
16.59062	16.62544	16.62591	16.59347	16.68554	16.60406	16.5905	16.60067	17.01831	16.59403	16.6432	16.05313	16.22736	16.51035	16.56496	17.07177	16.50399	16.45674	16.5825	16.58192	16.52591	16.5896	16.96332	16.53267	16.53915	16.51045	16.4994	16.61742	16.52945	16.5981	16.58677	16.59868	16.55474	16.61837	16.58964	16.54944	16.62515	16.65637	16.66388	16.62188	16.58747	16.58464	16.50226	16.43015	17.03995	16.46061	16.19508	16.18949
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.10019	0	0	0	0	0	0	0	0	13.59026	0	0	0	0	0	0	0	0	0	0	14.03028
0	0	0	0	0	0	14.7483	0	14.26989	15.11296	0	0	14.99927	0	0	0	14.91522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.67031	0	15.05845	0	15.01112	15.14047	15.17315	14.58642	0	0	0	0	0	0	15.07605	14.8561	0
16.38959	16.40263	16.40931	16.47439	16.34829	16.48361	16.41399	16.44789	16.24952	16.28987	16.37178	16.18858	16.32441	16.31301	16.37858	16.49798	16.6018	16.27724	16.39874	16.31173	16.46171	16.49849	15.93503	16.39871	16.45157	16.38313	16.39195	16.29415	16.24781	16.53385	16.46031	16.50095	16.50469	16.46567	16.47966	16.50421	16.48239	16.52036	16.57215	16.33703	16.41128	16.29005	16.47911	16.47606	16.47476	16.4013	16.21127	16.16611
11.87183	13.27832	11.21139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.61503	16.45773
13.0186	13.13551	13.20544	13.27194	13.29195	13.23052	13.29005	13.33674	12.87987	13.08617	13.31271	12.86498	13.1574	13.145	13.14711	13.22327	0	0	13.16123	13.28644	13.41907	13.57747	0	0	0	13.71273	0	12.75593	13.13322	13.24651	13.55793	13.51737	13.42723	13.66624	13.54528	13.54142	13.61412	13.45998	13.54214	13.24882	13.34871	13.18525	13.46816	0	0	14.06741	13.9127	13.71742
14.29581	14.05686	14.03293	14.13463	14.14744	13.8557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.01163	14.02504	13.69709	13.42254	0	0	0	0	14.06945	0	0	0	0	0	0	0	0	0
13.01894	12.65667	12.75962	12.68259	12.94757	12.90408	12.64457	12.26225	14.11377	12.69819	12.75248	11.42568	11.44072	12.5682	12.45165	14.31754	14.09901	0	0	0	0	0	0	0	0	0	0	12.58125	12.72515	12.56412	12.55912	12.60761	12.50007	12.6482	12.48902	12.61324	12.6136	12.48671	12.75123	12.75931	12.7409	12.65393	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.47012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.138947	6.908086	6.477894	5.946392	6.946856	6.281526	0	0	0	0	0	13.04633	0	0	0	0	0	0	0	0	0	0	0	13.03846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.15684
10.05905	14.24587	14.34509	9.794961	9.513767	9.62475	9.248483	9.098163	5.481153	13.96342	9.353435	8.822241	9.265623	10.96116	11.34734	9.169891	10.06533	9.40801	9.057206	8.812846	13.88192	0	0	0	0	0	0	0	0	0	9.988992	9.121399	9.40755	9.012144	14.34382	9.879362	9.867955	9.449718	14.28561	8.631652	9.330331	0	0	0	0	0	0	0
13.19727	13.2246	12.58142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.27662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.22368	13.63092	0	0	0	0
11.89851	11.12399	11.00766	10.71386	11.10353	11.81224	0	0	0	0	0	0	0	0	11.26253	0	0	0	0	0	0	0	0	16.65655	0	0	0	0	11.34988	11.13963	10.87346	10.74069	10.62634	10.55477	11.92119	0	10.95831	9.956031	10.463	0	0	0	0	0	0	0	0	0
13.86747	13.92093	13.93538	14.02385	14.04114	14.14429	13.99308	13.9694	13.63492	13.80862	13.87228	13.82938	14.03644	13.87456	13.78936	14.05791	14.42027	13.99138	14.08828	14.17522	14.13046	14.33269	13.90537	14.13773	0	0	0	13.90193	13.8711	13.9523	14.13015	14.23856	14.36663	14.37071	14.38987	14.22008	14.25499	14.25703	14.34067	13.97123	13.9686	13.95114	13.99581	13.9871	14.14363	0	0	0
13.56773	13.43762	13.23755	13.24027	13.26374	13.03198	12.36906	11.90566	13.1778	11.9918	0	9.390218	13.82589	9.682293	10.533	12.74907	0	0	14.31032	0	13.95007	0	15.95197	0	0	0	0	14.3602	14.02439	0	14.13166	12.16919	12.00722	12.55986	12.06717	12.02389	11.49094	14.50373	11.87521	0	0	0	0	0	0	14.30058	15.2771	15.00375
16.19718	16.33556	16.20118	16.29879	16.21104	16.12976	16.17242	16.07997	16.96501	16.21535	16.22374	15.41033	15.64593	16.31288	16.32697	16.83304	16.8577	16.0258	16.36812	0	16.20741	0	0	0	0	0	0	0	0	16.16539	15.99555	16.10275	16.17198	16.09956	16.0558	16.08702	16.14384	16.23314	16.15462	16.25373	0	0	16.22881	0	0	0	0	0
13.28082	12.56519	13.35291	12.2856	14.80336	14.70102	12.05796	13.48047	13.54774	16.25224	0	0	14.47782	0	0	14.41806	0	0	14.58364	14.94935	14.62591	0	0	0	14.46031	0	14.46125	0	0	0	12.89341	14.57524	16.383	12.84456	13.20231	13.26184	13.62488	12.15556	14.69329	0	14.60043	14.56499	0	0	0	14.54887	0	0
8.474953	9.179553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.654908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.809055	0	0	9.131137	9.117933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.690237	0	0	0	0	0	0	0	0
15.86734	10.69159	0	0	10.8079	11.95677	11.17783	11.13549	0	10.70856	10.81519	15.69422	10.87285	0	11.2787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.76213	0	11.17522	0	12.06824	11.43311	0	10.49729	10.42728	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.59698	15.67243	15.41301	15.61136	15.54007	15.71173	14.19918	14.98737	14.89224	15.12692	15.38587	15.2517	16.41463	16.31616	14.2559	14.44866	14.05885	13.21414	12.08166	0	0	16.07553	0	14.90466	0	0	0	0	0	0	15.46824	15.29196	15.51644	15.19113	14.91437	14.58823	14.31981	14.36212	14.72755	0	0	0	14.90015	16.25402	16.28106	0	16.51342	0
14.11875	14.08416	14.05726	14.07328	14.09847	0	0	0	0	0	0	13.35298	0	13.90809	13.89536	14.69153	14.70326	13.89776	14.00721	0	0	14.52218	14.96716	14.24943	13.99749	0	0	13.99602	13.9448	13.92621	0	0	0	0	0	0	0	0	14.14251	0	0	0	13.91566	0	0	13.87023	0	0
0	14.71873	14.7312	14.77784	14.78689	0	0	0	15.48318	0	0	14.14456	0	0	0	15.29025	0	14.6542	14.76892	14.75051	14.70894	0	15.31704	0	0	14.71849	14.65317	15.01836	14.9955	0	0	0	0	0	0	0	0	0	0	14.76136	14.78493	0	14.77955	15.26935	15.25206	0	15.34031	0
13.00025	13.06787	13.21218	13.04153	0	15.02069	0	0	0	0	0	0	0	0	0	0	0	0	13.05479	13.09666	0	0	0	0	0	0	0	0	0	10.22315	0	0	0	0	0	0	0	0	0	0	0	0	0	13.96214	0	15.94907	16.03553	12.9739
12.50811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.94032	0	0	12.55592	12.66535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.69653	0	0	0	0	0	0	0	0
11.92938	0	0	12.29852	0	0	0	0	0	0	0	0	0	12.56107	12.42045	12.99814	13.13831	12.67758	12.54997	0	12.55842	12.88778	12.88772	12.8159	0	0	0	13.50616	0	0	12.13662	11.93282	0	0	12.10674	0	0	12.2024	0	12.46371	0	0	13.26824	13.76932	0	0	0	0
